Region,Year,B_predicted
Arlesheim,2034,0.639021
Arlesheim,2035,0.639025
Arlesheim,2036,0.639028
Arlesheim,2037,0.639029
Arlesheim,2038,0.639030
Arlesheim,2039,0.639030
Arlesheim,2040,0.639031
Arlesheim,2041,0.639031
Arlesheim,2042,0.639031
Arlesheim,2043,0.639031
Arlesheim,2044,0.639031
Arlesheim,2045,0.639031
Arlesheim,2046,0.639031
Arlesheim,2047,0.639031
Arlesheim,2048,0.639031
Arlesheim,2049,0.639031
Arlesheim,2050,0.639031
Baden,2019,0.483369
Baden,2020,0.531429
Baden,2021,0.563157
Baden,2022,0.582870
Baden,2023,0.594659
Baden,2024,0.601549
Baden,2025,0.605522
Baden,2026,0.607795
Baden,2027,0.609089
Baden,2028,0.609825
Baden,2029,0.610242
Baden,2030,0.610478
Baden,2031,0.610612
Baden,2032,0.610688
Baden,2033,0.610731
Baden,2034,0.610755
Baden,2035,0.610769
Baden,2036,0.610777
Baden,2037,0.610781
Baden,2038,0.610784
Baden,2039,0.610785
Baden,2040,0.610786
Baden,2041,0.610787
Baden,2042,0.610787
Baden,2043,0.610787
Baden,2044,0.610787
Baden,2045,0.610787
Baden,2046,0.610787
Baden,2047,0.610787
Baden,2048,0.610787
Baden,2049,0.610787
Baden,2050,0.610787
Bellinzona,2019,0.591132
Bellinzona,2020,0.617779
Bellinzona,2021,0.636129
Bellinzona,2022,0.648453
Bellinzona,2023,0.656592
Bellinzona,2024,0.661907
Bellinzona,2025,0.665352
Bellinzona,2026,0.667576
Bellinzona,2027,0.669006
Bellinzona,2028,0.669924
Bellinzona,2029,0.670512
Bellinzona,2030,0.670890
Bellinzona,2031,0.671131
Bellinzona,2032,0.671286
Bellinzona,2033,0.671385
Bellinzona,2034,0.671448
Bellinzona,2035,0.671488
Bellinzona,2036,0.671514
Bellinzona,2037,0.671531
Bellinzona,2038,0.671541
Bellinzona,2039,0.671548
Bellinzona,2040,0.671553
Bellinzona,2041,0.671555
Bellinzona,2042,0.671557
Bellinzona,2043,0.671558
Bellinzona,2044,0.671559
Bellinzona,2045,0.671559
Bellinzona,2046,0.671560
Bellinzona,2047,0.671560
Bellinzona,2048,0.671560
Bellinzona,2049,0.671560
Bellinzona,2050,0.671560
Bern-Mittelland,2019,0.273552
Bern-Mittelland,2020,0.298954
Bern-Mittelland,2021,0.318255
Bern-Mittelland,2022,0.332261
Bern-Mittelland,2023,0.342090
Bern-Mittelland,2024,0.348826
Bern-Mittelland,2025,0.353369
Bern-Mittelland,2026,0.356398
Bern-Mittelland,2027,0.358404
Bern-Mittelland,2028,0.359725
Bern-Mittelland,2029,0.360592
Bern-Mittelland,2030,0.361161
Bern-Mittelland,2031,0.361533
Bern-Mittelland,2032,0.361776
Bern-Mittelland,2033,0.361935
Bern-Mittelland,2034,0.362039
Bern-Mittelland,2035,0.362107
Bern-Mittelland,2036,0.362151
Bern-Mittelland,2037,0.362180
Bern-Mittelland,2038,0.362199
Bern-Mittelland,2039,0.362211
Bern-Mittelland,2040,0.362219
Bern-Mittelland,2041,0.362224
Bern-Mittelland,2042,0.362228
Bern-Mittelland,2043,0.362230
Bern-Mittelland,2044,0.362232
Bern-Mittelland,2045,0.362233
Bern-Mittelland,2046,0.362233
Bern-Mittelland,2047,0.362234
Bern-Mittelland,2048,0.362234
Bern-Mittelland,2049,0.362234
Bern-Mittelland,2050,0.362234
Bernina,2019,0.563338
Bernina,2020,0.581084
Bernina,2021,0.594946
Bernina,2022,0.605631
Bernina,2023,0.613785
Bernina,2024,0.619957
Bernina,2025,0.624603
Bernina,2026,0.628083
Bernina,2027,0.630682
Bernina,2028,0.632618
Bernina,2029,0.634058
Bernina,2030,0.635127
Bernina,2031,0.635919
Bernina,2032,0.636507
Bernina,2033,0.636942
Bernina,2034,0.637264
Bernina,2035,0.637503
Bernina,2036,0.637679
Bernina,2037,0.637810
Bernina,2038,0.637906
Bernina,2039,0.637978
Bernina,2040,0.638030
Bernina,2041,0.638070
Bernina,2042,0.638099
Bernina,2043,0.638120
Bernina,2044,0.638136
Bernina,2045,0.638147
Bernina,2046,0.638156
Bernina,2047,0.638162
Bernina,2048,0.638167
Bernina,2049,0.638171
Bernina,2050,0.638173
Biel/Bienne,2019,0.347880
Biel/Bienne,2020,0.366490
Biel/Bienne,2021,0.378977
Biel/Bienne,2022,0.387100
Biel/Bienne,2023,0.392277
Biel/Bienne,2024,0.395534
Biel/Bienne,2025,0.397567
Biel/Bienne,2026,0.398829
Biel/Bienne,2027,0.399610
Biel/Bienne,2028,0.400092
Biel/Bienne,2029,0.400389
Biel/Bienne,2030,0.400573
Biel/Bienne,2031,0.400686
Biel/Bienne,2032,0.400756
Biel/Bienne,2033,0.400798
Biel/Bienne,2034,0.400825
Biel/Bienne,2035,0.400841
Biel/Bienne,2036,0.400851
Biel/Bienne,2037,0.400857
Biel/Bienne,2038,0.400861
Biel/Bienne,2039,0.400863
Biel/Bienne,2040,0.400865
Biel/Bienne,2041,0.400866
Biel/Bienne,2042,0.400866
Biel/Bienne,2043,0.400867
Biel/Bienne,2044,0.400867
Biel/Bienne,2045,0.400867
Biel/Bienne,2046,0.400867
Biel/Bienne,2047,0.400867
Biel/Bienne,2048,0.400867
Biel/Bienne,2049,0.400867
Biel/Bienne,2050,0.400867
Blenio,2019,0.589642
Blenio,2020,0.603971
Blenio,2021,0.614861
Blenio,2022,0.623049
Blenio,2023,0.629155
Blenio,2024,0.633680
Blenio,2025,0.637020
Blenio,2026,0.639476
Blenio,2027,0.641278
Blenio,2028,0.642597
Blenio,2029,0.643563
Blenio,2030,0.644268
Blenio,2031,0.644782
Blenio,2032,0.645158
Blenio,2033,0.645432
Blenio,2034,0.645632
Blenio,2035,0.645778
Blenio,2036,0.645884
Blenio,2037,0.645962
Blenio,2038,0.646018
Blenio,2039,0.646059
Blenio,2040,0.646089
Blenio,2041,0.646111
Blenio,2042,0.646127
Blenio,2043,0.646139
Blenio,2044,0.646147
Blenio,2045,0.646153
Blenio,2046,0.646158
Blenio,2047,0.646161
Blenio,2048,0.646163
Blenio,2049,0.646165
Blenio,2050,0.646166
Bremgarten,2019,0.202874
Bremgarten,2020,0.216614
Bremgarten,2021,0.225842
Bremgarten,2022,0.231799
Bremgarten,2023,0.235546
Bremgarten,2024,0.237866
Bremgarten,2025,0.239286
Bremgarten,2026,0.240152
Bremgarten,2027,0.240676
Bremgarten,2028,0.240994
Bremgarten,2029,0.241186
Bremgarten,2030,0.241302
Bremgarten,2031,0.241371
Bremgarten,2032,0.241414
Bremgarten,2033,0.241439
Bremgarten,2034,0.241454
Bremgarten,2035,0.241464
Bremgarten,2036,0.241469
Bremgarten,2037,0.241473
Bremgarten,2038,0.241475
Bremgarten,2039,0.241476
Bremgarten,2040,0.241477
Bremgarten,2041,0.241477
Bremgarten,2042,0.241477
Bremgarten,2043,0.241478
Bremgarten,2044,0.241478
Bremgarten,2045,0.241478
Bremgarten,2046,0.241478
Bremgarten,2047,0.241478
Bremgarten,2048,0.241478
Bremgarten,2049,0.241478
Bremgarten,2050,0.241478
Brig,2019,0.549240
Brig,2020,0.568171
Brig,2021,0.582990
Brig,2022,0.594423
Brig,2023,0.603145
Brig,2024,0.609742
Brig,2025,0.614699
Brig,2026,0.618407
Brig,2027,0.621169
Brig,2028,0.623222
Brig,2029,0.624744
Brig,2030,0.625871
Brig,2031,0.626705
Brig,2032,0.627321
Brig,2033,0.627776
Brig,2034,0.628112
Brig,2035,0.628360
Brig,2036,0.628543
Brig,2037,0.628678
Brig,2038,0.628777
Brig,2039,0.628851
Brig,2040,0.628905
Brig,2041,0.628945
Brig,2042,0.628974
Brig,2043,0.628996
Brig,2044,0.629012
Brig,2045,0.629024
Brig,2046,0.629032
Brig,2047,0.629039
Brig,2048,0.629044
Brig,2049,0.629047
Brig,2050,0.629050
Broye-Vully,2019,0.594046
Broye-Vully,2020,0.612014
Broye-Vully,2021,0.624135
Broye-Vully,2022,0.632174
Broye-Vully,2023,0.637445
Broye-Vully,2024,0.640876
Broye-Vully,2025,0.643097
Broye-Vully,2026,0.644532
Broye-Vully,2027,0.645456
Broye-Vully,2028,0.646051
Broye-Vully,2029,0.646433
Broye-Vully,2030,0.646679
Broye-Vully,2031,0.646837
Broye-Vully,2032,0.646938
Broye-Vully,2033,0.647003
Broye-Vully,2034,0.647045
Broye-Vully,2035,0.647072
Broye-Vully,2036,0.647089
Broye-Vully,2037,0.647100
Broye-Vully,2038,0.647107
Broye-Vully,2039,0.647112
Broye-Vully,2040,0.647115
Broye-Vully,2041,0.647116
Broye-Vully,2042,0.647118
Broye-Vully,2043,0.647118
Broye-Vully,2044,0.647119
Broye-Vully,2045,0.647119
Broye-Vully,2046,0.647119
Broye-Vully,2047,0.647120
Broye-Vully,2048,0.647120
Broye-Vully,2049,0.647120
Broye-Vully,2050,0.647120
Brugg,2019,0.619337
Brugg,2020,0.642692
Brugg,2021,0.657273
Brugg,2022,0.666162
Brugg,2023,0.671503
Brugg,2024,0.674684
Brugg,2025,0.676569
Brugg,2026,0.677683
Brugg,2027,0.678339
Brugg,2028,0.678726
Brugg,2029,0.678954
Brugg,2030,0.679087
Brugg,2031,0.679166
Brugg,2032,0.679213
Brugg,2033,0.679240
Brugg,2034,0.679256
Brugg,2035,0.679265
Brugg,2036,0.679271
Brugg,2037,0.679274
Brugg,2038,0.679276
Brugg,2039,0.679277
Brugg,2040,0.679278
Brugg,2041,0.679278
Brugg,2042,0.679278
Brugg,2043,0.679279
Brugg,2044,0.679279
Brugg,2045,0.679279
Brugg,2046,0.679279
Brugg,2047,0.679279
Brugg,2048,0.679279
Brugg,2049,0.679279
Brugg,2050,0.679279
Bucheggberg,2019,0.577338
Bucheggberg,2020,0.588801
Bucheggberg,2021,0.596418
Bucheggberg,2022,0.601420
Bucheggberg,2023,0.604682
Bucheggberg,2024,0.606798
Bucheggberg,2025,0.608166
Bucheggberg,2026,0.609050
Bucheggberg,2027,0.609619
Bucheggberg,2028,0.609985
Bucheggberg,2029,0.610221
Bucheggberg,2030,0.610373
Bucheggberg,2031,0.610471
Bucheggberg,2032,0.610534
Bucheggberg,2033,0.610574
Bucheggberg,2034,0.610600
Bucheggberg,2035,0.610617
Bucheggberg,2036,0.610628
Bucheggberg,2037,0.610635
Bucheggberg,2038,0.610639
Bucheggberg,2039,0.610642
Bucheggberg,2040,0.610644
Bucheggberg,2041,0.610645
Bucheggberg,2042,0.610646
Bucheggberg,2043,0.610646
Bucheggberg,2044,0.610646
Bucheggberg,2045,0.610647
Bucheggberg,2046,0.610647
Bucheggberg,2047,0.610647
Bucheggberg,2048,0.610647
Bucheggberg,2049,0.610647
Bucheggberg,2050,0.610647
BÃ¼lach,2019,0.293364
BÃ¼lach,2020,0.324569
BÃ¼lach,2021,0.345989
BÃ¼lach,2022,0.359804
BÃ¼lach,2023,0.368360
BÃ¼lach,2024,0.373527
BÃ¼lach,2025,0.376599
BÃ¼lach,2026,0.378409
BÃ¼lach,2027,0.379469
BÃ¼lach,2028,0.380089
BÃ¼lach,2029,0.380450
BÃ¼lach,2030,0.380660
BÃ¼lach,2031,0.380782
BÃ¼lach,2032,0.380854
BÃ¼lach,2033,0.380895
BÃ¼lach,2034,0.380919
BÃ¼lach,2035,0.380933
BÃ¼lach,2036,0.380941
BÃ¼lach,2037,0.380946
BÃ¼lach,2038,0.380949
BÃ¼lach,2039,0.380950
BÃ¼lach,2040,0.380951
BÃ¼lach,2041,0.380952
BÃ¼lach,2042,0.380952
BÃ¼lach,2043,0.380952
BÃ¼lach,2044,0.380953
BÃ¼lach,2045,0.380953
BÃ¼lach,2046,0.380953
BÃ¼lach,2047,0.380953
BÃ¼lach,2048,0.380953
BÃ¼lach,2049,0.380953
BÃ¼lach,2050,0.380953
Conthey,2019,0.640352
Conthey,2020,0.658146
Conthey,2021,0.671411
Conthey,2022,0.681172
Conthey,2023,0.688287
Conthey,2024,0.693436
Conthey,2025,0.697144
Conthey,2026,0.699804
Conthey,2027,0.701707
Conthey,2028,0.703067
Conthey,2029,0.704037
Conthey,2030,0.704728
Conthey,2031,0.705220
Conthey,2032,0.705570
Conthey,2033,0.705819
Conthey,2034,0.705997
Conthey,2035,0.706123
Conthey,2036,0.706212
Conthey,2037,0.706276
Conthey,2038,0.706321
Conthey,2039,0.706354
Conthey,2040,0.706376
Conthey,2041,0.706393
Conthey,2042,0.706404
Conthey,2043,0.706413
Conthey,2044,0.706418
Conthey,2045,0.706423
Conthey,2046,0.706426
Conthey,2047,0.706428
Conthey,2048,0.706429
Conthey,2049,0.706430
Conthey,2050,0.706431
DelÃ©mont,2019,0.582671
DelÃ©mont,2020,0.594396
DelÃ©mont,2021,0.602573
DelÃ©mont,2022,0.608216
DelÃ©mont,2023,0.612080
DelÃ©mont,2024,0.614714
DelÃ©mont,2025,0.616502
DelÃ©mont,2026,0.617714
DelÃ©mont,2027,0.618534
DelÃ©mont,2028,0.619088
DelÃ©mont,2029,0.619462
DelÃ©mont,2030,0.619715
DelÃ©mont,2031,0.619885
DelÃ©mont,2032,0.620000
DelÃ©mont,2033,0.620077
DelÃ©mont,2034,0.620130
DelÃ©mont,2035,0.620165
DelÃ©mont,2036,0.620189
DelÃ©mont,2037,0.620205
DelÃ©mont,2038,0.620216
DelÃ©mont,2039,0.620223
DelÃ©mont,2040,0.620228
DelÃ©mont,2041,0.620231
DelÃ©mont,2042,0.620233
DelÃ©mont,2043,0.620235
DelÃ©mont,2044,0.620236
DelÃ©mont,2045,0.620237
DelÃ©mont,2046,0.620237
DelÃ©mont,2047,0.620237
DelÃ©mont,2048,0.620237
DelÃ©mont,2049,0.620238
DelÃ©mont,2050,0.620238
Dielsdorf,2019,0.570468
Dielsdorf,2020,0.590247
Dielsdorf,2021,0.602630
Dielsdorf,2022,0.610217
Dielsdorf,2023,0.614804
Dielsdorf,2024,0.617554
Dielsdorf,2025,0.619196
Dielsdorf,2026,0.620173
Dielsdorf,2027,0.620753
Dielsdorf,2028,0.621097
Dielsdorf,2029,0.621301
Dielsdorf,2030,0.621422
Dielsdorf,2031,0.621494
Dielsdorf,2032,0.621537
Dielsdorf,2033,0.621562
Dielsdorf,2034,0.621577
Dielsdorf,2035,0.621586
Dielsdorf,2036,0.621591
Dielsdorf,2037,0.621594
Dielsdorf,2038,0.621596
Dielsdorf,2039,0.621597
Dielsdorf,2040,0.621598
Dielsdorf,2041,0.621598
Dielsdorf,2042,0.621598
Dielsdorf,2043,0.621598
Dielsdorf,2044,0.621598
Dielsdorf,2045,0.621598
Dielsdorf,2046,0.621598
Dielsdorf,2047,0.621598
Dielsdorf,2048,0.621598
Dielsdorf,2049,0.621598
Dielsdorf,2050,0.621598
Dietikon,2019,0.658194
Dietikon,2020,0.678471
Dietikon,2021,0.690019
Dietikon,2022,0.696459
Dietikon,2023,0.700008
Dietikon,2024,0.701950
Dietikon,2025,0.703010
Dietikon,2026,0.703587
Dietikon,2027,0.703901
Dietikon,2028,0.704071
Dietikon,2029,0.704164
Dietikon,2030,0.704214
Dietikon,2031,0.704241
Dietikon,2032,0.704256
Dietikon,2033,0.704264
Dietikon,2034,0.704269
Dietikon,2035,0.704271
Dietikon,2036,0.704272
Dietikon,2037,0.704273
Dietikon,2038,0.704274
Dietikon,2039,0.704274
Dietikon,2040,0.704274
Dietikon,2041,0.704274
Dietikon,2042,0.704274
Dietikon,2043,0.704274
Dietikon,2044,0.704274
Dietikon,2045,0.704274
Dietikon,2046,0.704274
Dietikon,2047,0.704274
Dietikon,2048,0.704274
Dietikon,2049,0.704274
Dietikon,2050,0.704274
Dorneck,2019,0.748223
Dorneck,2020,0.961359
Dorneck,2021,1.178170
Dorneck,2022,1.379046
Dorneck,2023,1.549655
Dorneck,2024,1.684165
Dorneck,2025,1.784118
Dorneck,2026,1.855171
Dorneck,2027,1.904100
Dorneck,2028,1.937062
Dorneck,2029,1.958940
Dorneck,2030,1.973318
Dorneck,2031,1.982706
Dorneck,2032,1.988810
Dorneck,2033,1.992767
Dorneck,2034,1.995328
Dorneck,2035,1.996984
Dorneck,2036,1.998053
Dorneck,2037,1.998744
Dorneck,2038,1.999190
Dorneck,2039,1.999477
Dorneck,2040,1.999663
Dorneck,2041,1.999782
Dorneck,2042,1.999860
Dorneck,2043,1.999909
Dorneck,2044,1.999942
Dorneck,2045,1.999962
Dorneck,2046,1.999976
Dorneck,2047,1.999984
Dorneck,2048,1.999990
Dorneck,2049,1.999993
Dorneck,2050,1.999996
Einsiedeln,2019,0.611784
Einsiedeln,2020,0.630978
Einsiedeln,2021,0.645258
Einsiedeln,2022,0.655726
Einsiedeln,2023,0.663316
Einsiedeln,2024,0.668776
Einsiedeln,2025,0.672681
Einsiedeln,2026,0.675463
Einsiedeln,2027,0.677439
Einsiedeln,2028,0.678839
Einsiedeln,2029,0.679830
Einsiedeln,2030,0.680531
Einsiedeln,2031,0.681026
Einsiedeln,2032,0.681376
Einsiedeln,2033,0.681623
Einsiedeln,2034,0.681797
Einsiedeln,2035,0.681920
Einsiedeln,2036,0.682007
Einsiedeln,2037,0.682068
Einsiedeln,2038,0.682111
Einsiedeln,2039,0.682141
Einsiedeln,2040,0.682163
Einsiedeln,2041,0.682178
Einsiedeln,2042,0.682189
Einsiedeln,2043,0.682196
Einsiedeln,2044,0.682201
Einsiedeln,2045,0.682205
Einsiedeln,2046,0.682208
Einsiedeln,2047,0.682210
Einsiedeln,2048,0.682211
Einsiedeln,2049,0.682212
Einsiedeln,2050,0.682213
Emmental,2019,0.193928
Emmental,2020,0.205537
Emmental,2021,0.214244
Emmental,2022,0.220585
Emmental,2023,0.225107
Emmental,2024,0.228283
Emmental,2025,0.230489
Emmental,2026,0.232011
Emmental,2027,0.233055
Emmental,2028,0.233769
Emmental,2029,0.234256
Emmental,2030,0.234587
Emmental,2031,0.234813
Emmental,2032,0.234966
Emmental,2033,0.235070
Emmental,2034,0.235141
Emmental,2035,0.235189
Emmental,2036,0.235222
Emmental,2037,0.235244
Emmental,2038,0.235259
Emmental,2039,0.235269
Emmental,2040,0.235276
Emmental,2041,0.235280
Emmental,2042,0.235284
Emmental,2043,0.235286
Emmental,2044,0.235287
Emmental,2045,0.235288
Emmental,2046,0.235289
Emmental,2047,0.235289
Emmental,2048,0.235290
Emmental,2049,0.235290
Emmental,2050,0.235290
Engiadina Bassa/Val MÃ¼stair,2019,0.575171
Engiadina Bassa/Val MÃ¼stair,2020,0.580660
Engiadina Bassa/Val MÃ¼stair,2021,0.584858
Engiadina Bassa/Val MÃ¼stair,2022,0.588056
Engiadina Bassa/Val MÃ¼stair,2023,0.590484
Engiadina Bassa/Val MÃ¼stair,2024,0.592324
Engiadina Bassa/Val MÃ¼stair,2025,0.593715
Engiadina Bassa/Val MÃ¼stair,2026,0.594766
Engiadina Bassa/Val MÃ¼stair,2027,0.595559
Engiadina Bassa/Val MÃ¼stair,2028,0.596156
Engiadina Bassa/Val MÃ¼stair,2029,0.596607
Engiadina Bassa/Val MÃ¼stair,2030,0.596946
Engiadina Bassa/Val MÃ¼stair,2031,0.597201
Engiadina Bassa/Val MÃ¼stair,2032,0.597393
Engiadina Bassa/Val MÃ¼stair,2033,0.597538
Engiadina Bassa/Val MÃ¼stair,2034,0.597647
Engiadina Bassa/Val MÃ¼stair,2035,0.597729
Engiadina Bassa/Val MÃ¼stair,2036,0.597790
Engiadina Bassa/Val MÃ¼stair,2037,0.597837
Engiadina Bassa/Val MÃ¼stair,2038,0.597872
Engiadina Bassa/Val MÃ¼stair,2039,0.597898
Engiadina Bassa/Val MÃ¼stair,2040,0.597918
Engiadina Bassa/Val MÃ¼stair,2041,0.597932
Engiadina Bassa/Val MÃ¼stair,2042,0.597944
Engiadina Bassa/Val MÃ¼stair,2043,0.597952
Engiadina Bassa/Val MÃ¼stair,2044,0.597958
Engiadina Bassa/Val MÃ¼stair,2045,0.597963
Engiadina Bassa/Val MÃ¼stair,2046,0.597967
Engiadina Bassa/Val MÃ¼stair,2047,0.597969
Engiadina Bassa/Val MÃ¼stair,2048,0.597971
Engiadina Bassa/Val MÃ¼stair,2049,0.597973
Engiadina Bassa/Val MÃ¼stair,2050,0.597974
Entlebuch,2019,0.148400
Entlebuch,2020,0.165014
Entlebuch,2021,0.179318
Entlebuch,2022,0.191122
Entlebuch,2023,0.200526
Entlebuch,2024,0.207810
Entlebuch,2025,0.213329
Entlebuch,2026,0.217443
Entlebuch,2027,0.220471
Entlebuch,2028,0.222679
Entlebuch,2029,0.224279
Entlebuch,2030,0.225433
Entlebuch,2031,0.226262
Entlebuch,2032,0.226856
Entlebuch,2033,0.227281
Entlebuch,2034,0.227584
Entlebuch,2035,0.227801
Entlebuch,2036,0.227956
Entlebuch,2037,0.228066
Entlebuch,2038,0.228144
Entlebuch,2039,0.228200
Entlebuch,2040,0.228240
Entlebuch,2041,0.228269
Entlebuch,2042,0.228289
Entlebuch,2043,0.228303
Entlebuch,2044,0.228314
Entlebuch,2045,0.228321
Entlebuch,2046,0.228326
Entlebuch,2047,0.228330
Entlebuch,2048,0.228332
Entlebuch,2049,0.228334
Entlebuch,2050,0.228336
Entremont,2019,0.612889
Entremont,2020,0.620974
Entremont,2021,0.627132
Entremont,2022,0.631794
Entremont,2023,0.635309
Entremont,2024,0.637951
Entremont,2025,0.639931
Entremont,2026,0.641413
Entremont,2027,0.642520
Entremont,2028,0.643346
Entremont,2029,0.643963
Entremont,2030,0.644422
Entremont,2031,0.644765
Entremont,2032,0.645020
Entremont,2033,0.645209
Entremont,2034,0.645351
Entremont,2035,0.645456
Entremont,2036,0.645535
Entremont,2037,0.645593
Entremont,2038,0.645636
Entremont,2039,0.645669
Entremont,2040,0.645693
Entremont,2041,0.645711
Entremont,2042,0.645724
Entremont,2043,0.645734
Entremont,2044,0.645741
Entremont,2045,0.645747
Entremont,2046,0.645751
Entremont,2047,0.645754
Entremont,2048,0.645756
Entremont,2049,0.645758
Entremont,2050,0.645759
Frauenfeld,2019,0.462100
Frauenfeld,2020,0.645839
Frauenfeld,2021,0.861807
Frauenfeld,2022,1.091887
Frauenfeld,2023,1.312667
Frauenfeld,2024,1.504229
Frauenfeld,2025,1.656431
Frauenfeld,2026,1.769109
